train_split/train/images/augmented_img_0.png,train_split/train/depthmaps/augmented_img_0.png
train_split/train/images/augmented_img_1.png,train_split/train/depthmaps/augmented_img_1.png
train_split/train/images/augmented_img_10.png,train_split/train/depthmaps/augmented_img_10.png
train_split/train/images/augmented_img_1000.png,train_split/train/depthmaps/augmented_img_1000.png
train_split/train/images/augmented_img_1001.png,train_split/train/depthmaps/augmented_img_1001.png
train_split/train/images/augmented_img_1002.png,train_split/train/depthmaps/augmented_img_1002.png
train_split/train/images/augmented_img_1003.png,train_split/train/depthmaps/augmented_img_1003.png
train_split/train/images/augmented_img_1004.png,train_split/train/depthmaps/augmented_img_1004.png
train_split/train/images/augmented_img_1005.png,train_split/train/depthmaps/augmented_img_1005.png
train_split/train/images/augmented_img_1006.png,train_split/train/depthmaps/augmented_img_1006.png
train_split/train/images/augmented_img_1007.png,train_split/train/depthmaps/augmented_img_1007.png
train_split/train/images/augmented_img_1008.png,train_split/train/depthmaps/augmented_img_1008.png
train_split/train/images/augmented_img_1009.png,train_split/train/depthmaps/augmented_img_1009.png
train_split/train/images/augmented_img_1010.png,train_split/train/depthmaps/augmented_img_1010.png
train_split/train/images/augmented_img_1011.png,train_split/train/depthmaps/augmented_img_1011.png
train_split/train/images/augmented_img_1012.png,train_split/train/depthmaps/augmented_img_1012.png
train_split/train/images/augmented_img_1013.png,train_split/train/depthmaps/augmented_img_1013.png
train_split/train/images/augmented_img_1015.png,train_split/train/depthmaps/augmented_img_1015.png
train_split/train/images/augmented_img_1016.png,train_split/train/depthmaps/augmented_img_1016.png
train_split/train/images/augmented_img_1017.png,train_split/train/depthmaps/augmented_img_1017.png
train_split/train/images/augmented_img_1018.png,train_split/train/depthmaps/augmented_img_1018.png
train_split/train/images/augmented_img_102.png,train_split/train/depthmaps/augmented_img_102.png
train_split/train/images/augmented_img_1020.png,train_split/train/depthmaps/augmented_img_1020.png
train_split/train/images/augmented_img_1021.png,train_split/train/depthmaps/augmented_img_1021.png
train_split/train/images/augmented_img_1022.png,train_split/train/depthmaps/augmented_img_1022.png
train_split/train/images/augmented_img_1023.png,train_split/train/depthmaps/augmented_img_1023.png
train_split/train/images/augmented_img_1024.png,train_split/train/depthmaps/augmented_img_1024.png
train_split/train/images/augmented_img_1025.png,train_split/train/depthmaps/augmented_img_1025.png
train_split/train/images/augmented_img_1028.png,train_split/train/depthmaps/augmented_img_1028.png
train_split/train/images/augmented_img_1029.png,train_split/train/depthmaps/augmented_img_1029.png
train_split/train/images/augmented_img_103.png,train_split/train/depthmaps/augmented_img_103.png
train_split/train/images/augmented_img_1030.png,train_split/train/depthmaps/augmented_img_1030.png
train_split/train/images/augmented_img_1031.png,train_split/train/depthmaps/augmented_img_1031.png
train_split/train/images/augmented_img_1032.png,train_split/train/depthmaps/augmented_img_1032.png
train_split/train/images/augmented_img_1033.png,train_split/train/depthmaps/augmented_img_1033.png
train_split/train/images/augmented_img_1034.png,train_split/train/depthmaps/augmented_img_1034.png
train_split/train/images/augmented_img_1037.png,train_split/train/depthmaps/augmented_img_1037.png
train_split/train/images/augmented_img_1038.png,train_split/train/depthmaps/augmented_img_1038.png
train_split/train/images/augmented_img_1039.png,train_split/train/depthmaps/augmented_img_1039.png
train_split/train/images/augmented_img_104.png,train_split/train/depthmaps/augmented_img_104.png
train_split/train/images/augmented_img_1040.png,train_split/train/depthmaps/augmented_img_1040.png
train_split/train/images/augmented_img_1041.png,train_split/train/depthmaps/augmented_img_1041.png
train_split/train/images/augmented_img_1042.png,train_split/train/depthmaps/augmented_img_1042.png
train_split/train/images/augmented_img_1043.png,train_split/train/depthmaps/augmented_img_1043.png
train_split/train/images/augmented_img_1044.png,train_split/train/depthmaps/augmented_img_1044.png
train_split/train/images/augmented_img_1045.png,train_split/train/depthmaps/augmented_img_1045.png
train_split/train/images/augmented_img_1046.png,train_split/train/depthmaps/augmented_img_1046.png
train_split/train/images/augmented_img_1047.png,train_split/train/depthmaps/augmented_img_1047.png
train_split/train/images/augmented_img_1048.png,train_split/train/depthmaps/augmented_img_1048.png
train_split/train/images/augmented_img_1049.png,train_split/train/depthmaps/augmented_img_1049.png
train_split/train/images/augmented_img_105.png,train_split/train/depthmaps/augmented_img_105.png
train_split/train/images/augmented_img_1050.png,train_split/train/depthmaps/augmented_img_1050.png
train_split/train/images/augmented_img_1052.png,train_split/train/depthmaps/augmented_img_1052.png
train_split/train/images/augmented_img_1053.png,train_split/train/depthmaps/augmented_img_1053.png
train_split/train/images/augmented_img_1054.png,train_split/train/depthmaps/augmented_img_1054.png
train_split/train/images/augmented_img_1055.png,train_split/train/depthmaps/augmented_img_1055.png
train_split/train/images/augmented_img_1056.png,train_split/train/depthmaps/augmented_img_1056.png
train_split/train/images/augmented_img_1057.png,train_split/train/depthmaps/augmented_img_1057.png
train_split/train/images/augmented_img_1058.png,train_split/train/depthmaps/augmented_img_1058.png
train_split/train/images/augmented_img_106.png,train_split/train/depthmaps/augmented_img_106.png
train_split/train/images/augmented_img_1062.png,train_split/train/depthmaps/augmented_img_1062.png
train_split/train/images/augmented_img_1063.png,train_split/train/depthmaps/augmented_img_1063.png
train_split/train/images/augmented_img_1064.png,train_split/train/depthmaps/augmented_img_1064.png
train_split/train/images/augmented_img_1065.png,train_split/train/depthmaps/augmented_img_1065.png
train_split/train/images/augmented_img_1066.png,train_split/train/depthmaps/augmented_img_1066.png
train_split/train/images/augmented_img_1068.png,train_split/train/depthmaps/augmented_img_1068.png
train_split/train/images/augmented_img_1069.png,train_split/train/depthmaps/augmented_img_1069.png
train_split/train/images/augmented_img_107.png,train_split/train/depthmaps/augmented_img_107.png
train_split/train/images/augmented_img_1070.png,train_split/train/depthmaps/augmented_img_1070.png
train_split/train/images/augmented_img_1071.png,train_split/train/depthmaps/augmented_img_1071.png
train_split/train/images/augmented_img_1072.png,train_split/train/depthmaps/augmented_img_1072.png
train_split/train/images/augmented_img_1073.png,train_split/train/depthmaps/augmented_img_1073.png
train_split/train/images/augmented_img_1074.png,train_split/train/depthmaps/augmented_img_1074.png
train_split/train/images/augmented_img_1075.png,train_split/train/depthmaps/augmented_img_1075.png
train_split/train/images/augmented_img_1076.png,train_split/train/depthmaps/augmented_img_1076.png
train_split/train/images/augmented_img_1077.png,train_split/train/depthmaps/augmented_img_1077.png
train_split/train/images/augmented_img_1078.png,train_split/train/depthmaps/augmented_img_1078.png
train_split/train/images/augmented_img_1079.png,train_split/train/depthmaps/augmented_img_1079.png
train_split/train/images/augmented_img_108.png,train_split/train/depthmaps/augmented_img_108.png
train_split/train/images/augmented_img_1080.png,train_split/train/depthmaps/augmented_img_1080.png
train_split/train/images/augmented_img_1081.png,train_split/train/depthmaps/augmented_img_1081.png
train_split/train/images/augmented_img_1082.png,train_split/train/depthmaps/augmented_img_1082.png
train_split/train/images/augmented_img_1083.png,train_split/train/depthmaps/augmented_img_1083.png
train_split/train/images/augmented_img_1085.png,train_split/train/depthmaps/augmented_img_1085.png
train_split/train/images/augmented_img_1086.png,train_split/train/depthmaps/augmented_img_1086.png
train_split/train/images/augmented_img_1087.png,train_split/train/depthmaps/augmented_img_1087.png
train_split/train/images/augmented_img_1088.png,train_split/train/depthmaps/augmented_img_1088.png
train_split/train/images/augmented_img_1089.png,train_split/train/depthmaps/augmented_img_1089.png
train_split/train/images/augmented_img_109.png,train_split/train/depthmaps/augmented_img_109.png
train_split/train/images/augmented_img_1090.png,train_split/train/depthmaps/augmented_img_1090.png
train_split/train/images/augmented_img_1092.png,train_split/train/depthmaps/augmented_img_1092.png
train_split/train/images/augmented_img_1093.png,train_split/train/depthmaps/augmented_img_1093.png
train_split/train/images/augmented_img_1094.png,train_split/train/depthmaps/augmented_img_1094.png
train_split/train/images/augmented_img_1095.png,train_split/train/depthmaps/augmented_img_1095.png
train_split/train/images/augmented_img_1096.png,train_split/train/depthmaps/augmented_img_1096.png
train_split/train/images/augmented_img_1097.png,train_split/train/depthmaps/augmented_img_1097.png
train_split/train/images/augmented_img_1098.png,train_split/train/depthmaps/augmented_img_1098.png
train_split/train/images/augmented_img_1099.png,train_split/train/depthmaps/augmented_img_1099.png
train_split/train/images/augmented_img_11.png,train_split/train/depthmaps/augmented_img_11.png
train_split/train/images/augmented_img_110.png,train_split/train/depthmaps/augmented_img_110.png
train_split/train/images/augmented_img_1101.png,train_split/train/depthmaps/augmented_img_1101.png
train_split/train/images/augmented_img_1102.png,train_split/train/depthmaps/augmented_img_1102.png
train_split/train/images/augmented_img_1103.png,train_split/train/depthmaps/augmented_img_1103.png
train_split/train/images/augmented_img_1104.png,train_split/train/depthmaps/augmented_img_1104.png
train_split/train/images/augmented_img_1105.png,train_split/train/depthmaps/augmented_img_1105.png
train_split/train/images/augmented_img_1106.png,train_split/train/depthmaps/augmented_img_1106.png
